client_id,canal_principal,score_intensite,niveau_engagement,statut,produits_actuels,opportunites,produit_recommande,canal_recommande
CLI03966,agence,0.6845,Engagé,client_actif,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI03967,email,0.3694,Peu engagé,prospect,,,,
CLI03968,agence,0.4206,Peu engagé,résilié,,,,
CLI03969,email,0.8589,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03970,web,0.5606,Engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03971,web,0.6292,Engagé,client_actif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI03972,app_mobile,0.2762,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03973,email,0.7616,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03974,app_mobile,0.7522,Très engagé,client_actif,"['epargne', 'sante', 'prevoyance']","['auto', 'habitation']",auto,web
CLI03975,web,0.7062,Engagé,client_actif,,,,
CLI03976,app_mobile,0.4333,Peu engagé,résilié,,,,
CLI03977,agence,0.622,Engagé,client_actif,,,,
CLI03978,web,0.8814,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03979,agence,0.3566,Peu engagé,résilié,,,,
CLI03980,email,0.2797,Peu engagé,prospect,"['sante', 'habitation', 'auto', 'epargne']",['prevoyance'],prevoyance,agence
CLI03981,telephone,0.3696,Peu engagé,résilié,,,,
CLI03982,web,0.4028,Peu engagé,résilié,,,,
CLI03983,web,0.4399,Peu engagé,client_inactif,"['auto', 'sante', 'epargne']","['habitation', 'prevoyance']",prevoyance,agence
CLI03984,app_mobile,0.7345,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI03985,app_mobile,0.4296,Peu engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI03986,web,0.3381,Peu engagé,client_inactif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI03987,agence,0.4236,Peu engagé,résilié,,,,
CLI03988,app_mobile,0.8309,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03989,telephone,0.4847,Peu engagé,client_inactif,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI03990,telephone,0.7397,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI03991,web,0.5589,Engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI03992,email,0.5019,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03993,agence,0.5151,Engagé,client_inactif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI03994,app_mobile,0.8072,Très engagé,client_actif,"['prevoyance', 'auto', 'sante']","['habitation', 'epargne']",epargne,agence
CLI03995,app_mobile,0.5312,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03996,app_mobile,0.327,Peu engagé,résilié,,,,
CLI03997,web,0.551,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03998,agence,0.7014,Engagé,client_actif,"['prevoyance', 'epargne', 'habitation', 'sante']",['auto'],auto,web
CLI03999,web,0.7877,Très engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI04000,agence,0.6076,Engagé,client_actif,"['sante', 'epargne', 'prevoyance', 'auto']",['habitation'],habitation,web
CLI04001,web,0.6157,Engagé,client_actif,"['sante', 'epargne', 'auto']","['habitation', 'prevoyance']",prevoyance,agence
CLI04002,web,0.4218,Peu engagé,résilié,,,,
CLI04003,app_mobile,0.8208,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04004,app_mobile,0.2355,Dormant,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04005,app_mobile,0.4425,Peu engagé,prospect,"['habitation', 'epargne', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI04006,web,0.4178,Peu engagé,client_actif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI04007,telephone,0.821,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04008,agence,0.4579,Peu engagé,prospect,"['epargne', 'auto', 'habitation', 'sante']",['prevoyance'],prevoyance,agence
CLI04009,web,0.6092,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI04010,app_mobile,0.8874,Très engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI04011,app_mobile,0.5064,Engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04012,web,0.7578,Très engagé,client_actif,"['sante', 'habitation', 'auto']","['prevoyance', 'epargne']",prevoyance,agence
CLI04013,agence,0.7878,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04014,telephone,0.6764,Engagé,client_actif,"['sante', 'prevoyance', 'auto']","['habitation', 'epargne']",epargne,agence
CLI04015,agence,0.3227,Peu engagé,résilié,,,,
CLI04016,web,0.6742,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04017,telephone,0.6861,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04018,web,0.4711,Peu engagé,résilié,,,,
CLI04019,telephone,0.4762,Peu engagé,client_inactif,"['sante', 'prevoyance', 'habitation', 'epargne']",['auto'],auto,web
CLI04020,web,0.6633,Engagé,client_actif,"['habitation', 'epargne', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI04021,app_mobile,0.4462,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04022,app_mobile,0.8013,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04023,web,0.5536,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04024,agence,0.3617,Peu engagé,client_inactif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI04025,agence,0.4584,Peu engagé,client_inactif,,,,
CLI04026,web,0.6767,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI04027,agence,0.4215,Peu engagé,résilié,,,,
CLI04028,app_mobile,0.7607,Très engagé,client_actif,"['prevoyance', 'auto', 'habitation', 'sante', 'epargne']",[],Portefeuille complet,email
CLI04029,web,0.4119,Peu engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04030,email,0.3236,Peu engagé,client_inactif,,,,
CLI04031,telephone,0.8088,Très engagé,client_actif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04032,web,0.4426,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04033,app_mobile,0.3687,Peu engagé,résilié,,,,
CLI04034,web,0.533,Engagé,client_actif,"['sante', 'epargne']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI04035,agence,0.772,Très engagé,client_actif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI04036,telephone,0.7849,Très engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04037,app_mobile,0.7873,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04038,telephone,0.7066,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI04039,app_mobile,0.5615,Engagé,client_actif,,,,
CLI04040,app_mobile,0.3995,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04041,telephone,0.6152,Engagé,client_actif,,,,
CLI04042,app_mobile,0.8166,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04043,app_mobile,0.8244,Très engagé,client_actif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI04044,agence,0.4331,Peu engagé,client_inactif,,,,
CLI04045,web,0.5461,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI04046,web,0.4498,Peu engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI04047,telephone,0.355,Peu engagé,client_inactif,,,,
CLI04048,agence,0.8872,Très engagé,client_actif,"['sante', 'auto', 'epargne']","['habitation', 'prevoyance']",prevoyance,agence
CLI04049,telephone,0.5485,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI04050,web,0.2646,Peu engagé,client_inactif,,,,
CLI04051,app_mobile,0.7058,Engagé,client_actif,"['sante', 'epargne']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI04052,email,0.3651,Peu engagé,résilié,,,,
CLI04053,web,0.5383,Engagé,prospect,"['sante', 'auto', 'prevoyance']","['habitation', 'epargne']",epargne,agence
CLI04054,web,0.3846,Peu engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04055,app_mobile,0.3537,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04056,app_mobile,0.8218,Très engagé,client_actif,,,,
CLI04057,web,0.4686,Peu engagé,client_inactif,,,,
CLI04058,telephone,0.313,Peu engagé,client_inactif,,,,
CLI04059,email,0.4116,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04060,app_mobile,0.3548,Peu engagé,résilié,,,,
CLI04061,agence,0.8096,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04062,telephone,0.3808,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04063,agence,0.5055,Engagé,prospect,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI04064,web,0.3915,Peu engagé,client_actif,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI04065,web,0.3073,Peu engagé,client_inactif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04066,web,0.5559,Engagé,client_actif,"['prevoyance', 'auto', 'epargne', 'sante']",['habitation'],habitation,web
CLI04067,web,0.7579,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI04068,web,0.7071,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04069,app_mobile,0.7535,Très engagé,client_actif,"['habitation', 'prevoyance', 'sante']","['auto', 'epargne']",epargne,agence
CLI04070,web,0.4408,Peu engagé,résilié,,,,
CLI04071,web,0.4417,Peu engagé,prospect,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI04072,app_mobile,0.7947,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04073,web,0.3751,Peu engagé,client_inactif,,,,
CLI04074,agence,0.8387,Très engagé,client_actif,"['auto', 'prevoyance', 'epargne', 'habitation']",['sante'],sante,telephone
CLI04075,web,0.3285,Peu engagé,prospect,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI04076,telephone,0.4889,Peu engagé,client_actif,"['auto', 'sante', 'prevoyance']","['habitation', 'epargne']",epargne,agence
CLI04077,email,0.7233,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI04078,agence,0.5432,Engagé,client_actif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI04079,agence,0.3424,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04080,telephone,0.8351,Très engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI04081,web,0.3148,Peu engagé,résilié,,,,
CLI04082,email,0.4189,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04083,agence,0.7711,Très engagé,client_actif,"['prevoyance', 'epargne', 'auto']","['habitation', 'sante']",sante,telephone
CLI04084,agence,0.2868,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04085,app_mobile,0.6009,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI04086,app_mobile,0.7756,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04087,agence,0.4,Peu engagé,résilié,,,,
CLI04088,agence,0.5077,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04089,agence,0.6755,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04090,web,0.5871,Engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04091,app_mobile,0.5805,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI04092,app_mobile,0.746,Engagé,client_actif,,,,
CLI04093,web,0.5663,Engagé,client_actif,"['sante', 'epargne', 'habitation']","['auto', 'prevoyance']",prevoyance,agence
CLI04094,web,0.3669,Peu engagé,prospect,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI04095,web,0.4515,Peu engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04096,app_mobile,0.6467,Engagé,client_actif,"['epargne', 'habitation', 'auto', 'prevoyance']",['sante'],sante,telephone
CLI04097,app_mobile,0.4884,Peu engagé,client_inactif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI04098,web,0.8586,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04099,telephone,0.8815,Très engagé,client_actif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI04100,agence,0.8222,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04101,agence,0.7191,Engagé,client_actif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI04102,web,0.3975,Peu engagé,résilié,,,,
CLI04103,agence,0.4579,Peu engagé,prospect,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04104,app_mobile,0.4773,Peu engagé,client_actif,"['epargne', 'sante', 'auto']","['habitation', 'prevoyance']",prevoyance,agence
CLI04105,email,0.5364,Engagé,client_inactif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI04106,agence,0.2926,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04107,app_mobile,0.8352,Très engagé,client_actif,"['sante', 'auto', 'prevoyance', 'epargne']",['habitation'],habitation,web
CLI04108,telephone,0.693,Engagé,client_actif,"['prevoyance', 'epargne', 'sante']","['auto', 'habitation']",auto,web
CLI04109,web,0.3818,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04110,web,0.2748,Peu engagé,prospect,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI04111,agence,0.3768,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04112,web,0.4041,Peu engagé,client_inactif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI04113,web,0.3414,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04114,agence,0.5818,Engagé,prospect,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04115,web,0.217,Dormant,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04116,agence,0.563,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04117,telephone,0.3927,Peu engagé,client_inactif,,,,
CLI04118,web,0.3927,Peu engagé,prospect,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI04119,web,0.3405,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04120,web,0.8594,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04121,web,0.472,Peu engagé,prospect,,,,
CLI04122,web,0.8068,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04123,web,0.3412,Peu engagé,résilié,,,,
CLI04124,app_mobile,0.5952,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI04125,web,0.364,Peu engagé,client_inactif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI04126,agence,0.4647,Peu engagé,prospect,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI04127,telephone,0.6804,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI04128,agence,0.5111,Engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI04129,app_mobile,0.6715,Engagé,client_actif,,,,
CLI04130,web,0.213,Dormant,résilié,,,,
CLI04131,agence,0.5315,Engagé,prospect,"['habitation', 'sante', 'auto']","['prevoyance', 'epargne']",prevoyance,agence
CLI04132,app_mobile,0.6115,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI04133,web,0.8052,Très engagé,client_actif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI04134,telephone,0.4092,Peu engagé,résilié,,,,
CLI04135,web,0.4656,Peu engagé,prospect,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI04136,web,0.7874,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
